FIPS,Deaths
01001,8
01003,18
01005,4
01009,4
01011,4
01013,0
01015,19
01017,7
01019,5
01021,9
01023,1
01025,9
01027,0
01029,2
01031,8
01033,8
01035,2
01037,1
01039,5
01041,3
01043,5
01045,2
01047,7
01049,4
01051,17
01053,2
01055,24
01057,3
01059,5
01061,4
01063,2
01065,5
01067,1
01069,11
01071,4
01073,90
01075,0
01077,8
01079,10
01081,13
01083,11
01085,2
01087,4
01089,34
01091,3
01093,4
01095,8
01097,65
01099,0
01101,52
01103,12
80001,0
01105,0
01107,3
01109,2
01111,1
01113,6
01117,17
01115,9
01119,1
01121,4
01123,2
01125,24
90001,0
01127,19
01129,3
01131,1
01133,4
02013,1
02016,0
02020,6
02050,1
02060,0
02164,0
02068,0
02070,0
02090,3
02100,0
02110,0
02122,0
02130,0
02150,0
02158,0
02170,2
02180,0
02185,0
02188,0
02195,0
02198,0
02220,0
02230,0
02240,0
90002,0
02261,0
02275,0
02282,0
02290,0
04001,30
04003,14
04005,13
04007,5
04009,3
04011,0
04012,6
04013,557
04015,44
04017,29
80004,0
04019,135
04021,85
04023,5
90004,0
04025,29
04027,33
05001,3
05003,4
05005,6
05007,27
05009,6
05011,2
05013,1
05015,2
05017,1
05019,3
05021,2
05023,8
05025,1
05027,2
05029,2
05031,6
05033,13
05035,5
05037,2
05039,3
05041,3
05043,4
05045,8
05047,2
05049,1
05051,24
05053,1
05055,3
05057,1
05059,4
05061,1
05063,4
05065,0
05067,5
05069,4
05071,7
05073,1
05075,2
05077,0
05079,4
05081,1
05083,4
05085,11
05087,1
05089,1
05091,5
05093,1
05095,2
05097,3
05099,1
05101,0
05103,9
05105,1
05107,3
05109,0
05111,3
05113,5
05115,8
05119,64
05121,3
05125,11
05127,0
05129,1
05131,17
05135,0
05123,5
05137,1
90005,0
05139,10
05141,2
05143,14
05145,9
05147,3
05149,1
06001,110
06003,0
06005,3
06007,13
06009,4
06011,3
06013,75
06015,1
06017,8
06019,211
06021,2
06023,5
06025,74
06027,0
06029,376
06031,22
06033,3
06035,0
06037,1677
06039,35
06041,7
06043,0
06045,4
06047,38
06049,0
06051,0
06053,14
06055,8
06057,2
06059,823
06061,32
06063,0
06065,491
06067,118
06069,4
06071,753
06073,252
06075,50
06077,162
06079,12
06081,36
06083,30
06085,170
06087,16
06089,12
06091,0
06093,2
06095,69
06097,33
06099,48
06101,7
06103,20
06105,0
06107,35
06109,4
90006,0
06111,194
06113,9
06115,3
08001,19
08003,0
08005,15
08007,0
08009,0
08011,0
08013,1
08014,0
08015,0
08017,0
08019,1
08021,0
08023,0
08025,0
08027,0
08029,1
08031,26
08033,0
08035,3
08037,1
08041,17
08039,0
08043,0
08045,0
08047,0
08049,0
08051,0
08053,0
