FIPS,Deaths
13273,7
13275,15
13277,13
13279,18
13281,11
13283,12
13285,43
13287,10
13289,11
13291,19
13293,19
13295,14
13297,46
13299,38
13301,8
13303,21
13305,14
13307,0
13309,3
13311,10
13313,34
13315,3
13317,11
13319,4
13321,7
99999,0
66,12
15001,5
15003,64
15007,1
15009,28
80015,0
90015,0
16001,58
16003,1
16005,18
16007,0
16009,3
16011,14
16013,3
16015,0
16017,15
16019,30
16021,2
16023,0
16025,0
16027,43
16029,1
16031,3
16033,0
16035,2
16037,0
16039,7
16041,3
16043,0
16045,10
16049,1
16051,11
16053,4
16055,41
16057,6
16059,0
16061,5
16063,0
16065,6
16067,5
16069,8
16071,1
16073,6
16075,6
16077,1
16079,4
16081,0
16083,11
90016,0
16085,1
16087,1
17001,15
17003,3
17005,0
17007,9
17009,0
17011,14
17013,0
17015,3
17017,5
17019,33
17021,7
17023,4
17025,2
17027,4
17029,10
17031,1197
17033,3
17035,2
17039,7
17037,10
17041,3
17043,125
17045,5
17047,2
17049,5
17051,4
17053,5
17055,13
17057,15
17059,0
17061,2
17063,16
17065,1
17067,3
17069,0
17071,0
17073,13
17075,7
17077,5
17079,1
17081,8
17083,6
17085,2
17087,4
17089,99
17091,35
17093,14
17095,25
17099,35
17097,105
17101,3
17103,11
17105,17
17107,13
17115,30
17117,11
17119,81
17121,7
17123,4
17125,6
17127,8
17109,11
17111,34
17113,37
17129,4
17131,1
17133,11
17135,6
17137,17
17139,4
17141,11
80017,0
17143,85
17145,5
17147,0
17149,3
17151,1
17153,1
17155,0
17157,9
17159,2
17161,43
17165,10
17167,28
17169,2
17171,0
17173,4
17163,60
17175,3
17177,11
17179,69
90017,252
17181,5
17183,38
17185,0
17187,6
17189,2
17191,5
17193,1
17195,27
17197,148
17199,17
17201,84
17203,23
18001,7
18003,64
18005,10
18007,2
18009,5
18011,17
18013,4
18015,4
18017,13
18019,18
18021,5
18023,2
18025,3
18027,4
18033,7
18029,11
18031,5
18035,19
18037,7
18039,56
18041,8
18043,14
18045,8
18047,0
18049,8
18051,15
18053,24
18055,5
18057,29
18059,19
18061,13
18063,23
18065,18
18067,40
18069,6
18071,10
18073,13
18075,4
18077,14
18079,5
18081,34
18083,6
18085,14
18087,2
18091,29
18089,153
18093,15
18095,30
18097,163
18099,13
18101,1
18103,10
18105,17
18107,9
18109,18
18111,5
18113,12
18115,0
18117,6
18119,6
18121,0
18123,4
18125,2
18127,57
18129,4
18131,4
18133,3
18135,7
18137,10
18139,5
18143,8
18145,8
18147,1
18141,56
18149,8
18151,6
18153,4
18155,0
18157,30
18159,7
18161,0
18163,27
18165,2
18167,27
18169,8
18171,1
18173,6
18175,10
18177,10
18179,6
18181,2
18183,9
19001,4
19003,0
19005,6
19007,2
19009,4
19011,1
19013,29
19015,5
19017,9
19019,5
19021,4
19023,4
19025,2
19027,4
19029,4
19031,0
19033,17
19035,3
19037,4
19039,4
19041,2
19043,5
19045,10
19047,6
19049,9
19051,2
19053,0
19055,4
19057,15
19059,6
19061,21
19063,1
19065,8
19067,2
19069,4
19071,1
19073,1
19075,3
19077,4
19079,9
19081,5
19083,5
19085,4
19087,0
19089,1
19091,1
19093,3
19095,1
19097,5
19099,7
19101,3
19103,13
19105,3
19107,3
19109,12
19111,6
19113,30
19115,8
19117,2
19119,0
19121,1
19123,5
19125,9
19127,7
19129,4
19131,3
19133,4
19135,5
19137,2
19139,15
19141,3
19143,3
19145,3
19147,3
19149,5
19151,3
19153,97
19155,34
19157,6
19159,4
19161,2
19163,43
19165,5
19167,5
19169,3
19171,7
19173,0
90019,0
19175,4
19177,0
19179,16
19181,18
19183,4
19185,2
19187,10
19189,1
19191,10
19193,19
19195,1
19197,9
20001,4
20003,1
20005,3
20009,3
20011,5
20013,3
20015,10
20017,0
20019,0
20021,10
20023,0
20025,0
20027,3
20031,5
20033,3
20035,11
20037,14
20039,1
20041,8
20043,2
20045,5
20047,0
20049,0
20051,1
20053,1
20055,1
20057,14
20059,9
20061,9
20063,1
20065,2
20067,2
20069,0
20071,0
20075,0
20079,11
20081,0
20083,2
20085,2
20087,7
20089,2
20091,36
20095,2
20099,3
20101,0
20103,20
20105,1
20107,1
20109,0
20111,8
20115,0
20117,5
20113,3
20119,3
20121,2
20123,0
20125,16
20127,2
20129,0
20131,0
20133,14
20135,1
20137,1
20139,7
20141,1
20143,0
80020,0
20145,0
20147,2
20149,6
20151,1
20155,3
20157,0
20159,0
20161,16
20165,1
20167,1
20169,11
20171,3
20173,115
20175,8
20177,37
20179,2
20181,1
20183,1
20185,1
20189,2
20191,4
20193,4
20195,0
90020,0
20197,1
20199,0
20201,2
20203,0
20205,4
20207,0
20209,27
21001,5
21003,24
21005,8
21007,5
21009,34
21011,8
21013,23
21015,73
21017,13
21019,34
21021,42
21023,4
21025,5
21027,9
21029,35
21031,5
21033,9
21035,12
21037,33
21039,7
21041,11
21043,12
21045,6
21047,32
21049,12
21051,20
21053,5
21055,7
21057,4
21059,37
21061,7
21063,0
21065,10
21067,91
21069,11
21071,33
21073,31
21075,10
21077,14
21079,25
21081,9
21083,27
21085,13
21087,4
21089,40
21091,1
21093,76
21095,24
21097,18
21099,21
21101,22
21103,12
21105,9
21107,27
21109,3
21111,527
21113,24
21115,19
21117,84
21119,8
21121,36
21123,13
21125,55
21127,8
21129,7
21131,7
21133,18
21135,10
21137,28
21139,8
21141,23
21143,9
21151,27
21153,17
21155,15
21157,15
21159,9
21161,13
21145,66
21147,12
21149,4
21163,11
21165,4
21167,21
21169,11
21171,6
21173,6
21175,4
21177,21
21179,23
21181,3
21183,8
21185,16
21187,5
21189,6
21191,3
21193,28
21195,52
21197,10
21199,36
21201,1
21203,10
21205,9
21207,8
21209,10
21211,29
21213,16
21215,12
21217,22
21219,4
21221,7
21223,4
90021,0
21225,5
21227,56
21229,11
21231,8
21233,6
21235,41
21237,3
21239,18
22001,15
22003,8
22005,24
22007,3
22009,9
22011,16
22013,10
22015,52
22017,96
22019,111
22021,4
22023,1
22025,4
22027,7
22029,6
22031,9
22033,137
22035,5
22037,13
22039,21
22041,4
22043,6
22045,20
22047,11
22049,5
22051,88
22053,15
22059,4
22055,47
22057,11
22061,6
22063,42
22065,10
22067,13
22069,16
22071,51
22073,49
80022,0
22075,3
22077,5
22079,41
22081,2
22083,9
22085,12
22087,9
22089,11
22091,4
22093,3
22095,9
22097,26
22099,10
22101,27
22103,50
22105,59
22107,2
22109,31
90022,0
22111,9
22113,22
22115,12
22117,19
22119,22
22121,11
22123,3
22125,3
22127,8
23001,32
23003,10
23005,26
23007,3
23009,6
23011,31
23013,2
23015,1
80023,0
23017,17
23019,21
