FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths
04011,Greenlee County,AZ,33.1,6929.0,0
48413,Schleicher County,TX,0.0,2126.0,0
39055,Geauga County,OH,18.9,72542.0,3
47115,Marion County,TN,14.8,22831.0,2
28129,Smith County,MS,14.6,12265.0,3
19111,Lee County,IA,21.0,26512.0,3
32009,Esmeralda County,NV,15.1,750.0,0
13031,Bulloch County,GA,11.0,63851.0,18
18171,Warren County,IN,20.3,6429.0,1
19173,Taylor County,IA,29.0,4687.0,0
19135,Monroe County,IA,26.3,5936.0,0
46063,Harding County,SD,5.7,988.0,0
08003,Alamosa County,CO,1.9,12308.0,0
12127,Volusia County,FL,21.1,456508.0,54
08049,Grand County,CO,1.9,13108.0,0
39119,Muskingum County,OH,21.3,66777.0,4
19089,Howard County,IA,21.8,6875.0,1
41013,Crook County,OR,16.4,19581.0,0
13025,Brantley County,GA,3.3,14683.0,5
08067,La Plata County,CO,10.1,45749.0,1
36115,Washington County,NY,20.0,49814.0,3
30037,Golden Valley County,MT,25.3,645.0,0
06093,Siskiyou County,CA,22.7,34803.0,2
30033,Garfield County,MT,17.8,966.0,0
13237,Putnam County,GA,3.2,17786.0,7
51195,Wise County,VA,10.8,30248.0,0
51119,Middlesex County,VA,22.8,8888.0,1
17089,Kane County,IL,18.8,399424.0,28
51101,King William County,VA,9.9,13236.0,2
29063,DeKalb County,MO,10.7,10404.0,3
05119,Pulaski County,AR,23.7,301549.0,64
17065,Hamilton County,IL,21.5,6343.0,0
54081,Raleigh County,WV,13.2,58151.0,12
30031,Gallatin County,MT,17.4,91888.0,5
46061,Hanson County,SD,11.8,2410.0,0
42099,Perry County,PA,12.7,36410.0,5
13017,Ben Hill County,GA,3.0,12605.0,3
01017,Chambers County,AL,11.7,26341.0,7
13033,Burke County,GA,14.1,16641.0,5
35007,Colfax County,NM,17.4,9803.0,0
08125,Yuma County,CO,0.4,7274.0,0
38089,Stark County,ND,17.8,22941.0,1
48177,Gonzales County,TX,0.0,15272.0,4
51595,Emporia city,VA,0.0,4073.0,3
48079,Cochran County,TX,0.0,2088.0,0
29049,Clinton County,MO,18.4,15648.0,1
05007,Benton County,AR,14.2,206487.0,27
05143,Washington County,AR,17.4,181437.0,14
16015,Boise County,ID,16.5,6551.0,0
12061,Indian River County,FL,29.4,134897.0,21
37159,Rowan County,NC,18.1,110729.0,15
20109,Logan County,KS,32.8,2120.0,0
08027,Custer County,CO,1.3,4371.0,0
17015,Carroll County,IL,20.8,11549.0,1
39091,Logan County,OH,14.6,35139.0,0
13279,Toombs County,GA,3.4,19778.0,5
39033,Crawford County,OH,20.0,32520.0,2
55027,Dodge County,WI,19.7,70666.0,7
51133,Northumberland County,VA,12.2,10340.0,2
18047,Franklin County,IN,13.7,17514.0,0
31121,Merrick County,NE,21.4,6015.0,1
18097,Marion County,IN,19.3,727665.0,49
47139,Polk County,TN,15.3,13617.0,2
72121,Sabana Grande Municipio,PR,20.0,17818.0,0
26031,Cheboygan County,MI,21.6,21172.0,1
51810,Virginia Beach city,VA,13.7,351000.0,56
39151,Stark County,OH,16.4,291682.0,29
06039,Madera County,CA,18.1,114178.0,35
29213,Taney County,MO,11.6,44243.0,2
31103,Keya Paha County,NE,14.9,659.0,0
56017,Hot Springs County,WY,30.5,3506.0,0
09003,Hartford County,CT,26.1,705457.0,61
01049,DeKalb County,AL,9.4,54392.0,4
37101,Johnston County,NC,18.8,156585.0,14
13207,Monroe County,GA,1.7,21985.0,10
05021,Clay County,AR,20.8,11465.0,2
18081,Johnson County,IN,22.5,119315.0,9
48455,Trinity County,TX,0.0,11764.0,1
48477,Washington County,TX,0.0,28217.0,3
17109,McDonough County,IL,21.3,24559.0,2
13261,Sumter County,GA,14.9,22842.0,4
53069,Wahkiakum County,WA,23.2,3720.0,0
40025,Cimarron County,OK,18.5,1591.0,0
16037,Custer County,ID,23.3,3574.0,0
48217,Hill County,TX,0.0,28169.0,10
48295,Lipscomb County,TX,0.0,2414.0,1
56031,Platte County,WY,17.1,6691.0,0
51157,Rappahannock County,VA,11.9,6174.0,0
24017,Charles County,MD,17.1,124396.0,16
45067,Marion County,SC,18.9,23752.0,3
13229,Pierce County,GA,10.8,14696.0,5
72119,Rio Grande Municipio,PR,13.1,39413.0,0
72125,San German Municipio,PR,15.1,24806.0,0
18151,Steuben County,IN,27.7,27623.0,2
72089,Luquillo Municipio,PR,10.1,14497.0,0
72025,Caguas Municipio,PR,16.1,102260.0,0
08033,Dolores County,CO,7.1,1655.0,0
53049,Pacific County,WA,28.7,19033.0,0
37155,Robeson County,NC,15.6,98425.0,16
05105,Perry County,AR,20.4,8097.0,1
13199,Meriwether County,GA,7.4,16718.0,18
05083,Logan County,AR,17.5,16897.0,4
56035,Sublette County,WY,18.2,7662.0,0
20203,Wichita County,KS,38.5,1562.0,0
53015,Cowlitz County,WA,17.6,85425.0,13
37127,Nash County,NC,21.0,73765.0,6
30001,Beaverhead County,MT,24.4,7812.0,0
27093,Meeker County,MN,22.9,17619.0,3
48299,Llano County,TX,0.0,18499.0,3
48347,Nacogdoches County,TX,0.0,50203.0,15
46045,Edmunds County,SD,12.8,2946.0,1
37189,Watauga County,NC,23.8,49022.0,1
18007,Benton County,IN,16.8,6557.0,0
29085,Hickory County,MO,18.5,7947.0,1
72117,Rincon Municipio,PR,9.7,11207.0,0
12133,Washington County,FL,11.9,20398.0,2
06061,Placer County,CA,26.0,310382.0,32
37125,Moore County,NC,31.4,79328.0,9
38029,Emmons County,ND,21.9,2608.0,1
53041,Lewis County,WA,16.4,63499.0,3
12021,Collier County,FL,26.3,320147.0,35
50001,Addison County,VT,18.2,30721.0,0
27165,Watonwan County,MN,23.7,8254.0,1
18117,Orange County,IN,29.3,15178.0,2
35013,Dona Ana County,NM,16.6,165267.0,24
18069,Huntington County,IN,24.2,28633.0,3
18013,Brown County,IN,22.7,12486.0,1
13233,Polk County,GA,0.9,31800.0,9
53043,Lincoln County,WA,24.2,8561.0,1
18137,Ripley County,IN,23.0,21705.0,5
48297,Live Oak County,TX,0.0,9786.0,0
48231,Hunt County,TX,0.0,75098.0,21
48091,Comal County,TX,0.0,121086.0,22
55085,Oneida County,WI,29.4,29526.0,3
38063,Nelson County,ND,47.5,2322.0,1
45075,Orangeburg County,SC,18.2,67448.0,17
38099,Walsh County,ND,26.8,8197.0,0
48135,Ector County,TX,0.0,115893.0,16
13113,Fayette County,GA,11.4,88100.0,14
22077,Pointe Coupee Parish,LA,22.9,17084.0,2
29211,Sullivan County,MO,21.2,4725.0,0
17017,Cass County,IL,30.6,9186.0,2
05091,Miller County,AR,4.5,33187.0,5
35015,Eddy County,NM,13.9,42946.0,6
26159,Van Buren County,MI,18.9,58196.0,3
51105,Lee County,VA,18.2,19101.0,4
18015,Carroll County,IN,14.2,15790.0,2
20195,Trego County,KS,27.7,2310.0,0
31185,York County,NE,20.5,10502.0,0
51063,Floyd County,VA,2.4,12702.0,2
26073,Isabella County,MI,14.4,57748.0,4
18153,Sullivan County,IN,20.6,16744.0,2
47089,Jefferson County,TN,16.5,44051.0,3
01063,Greene County,AL,14.5,6343.0,2
26149,St. Joseph County,MI,18.0,46253.0,6
12123,Taylor County,FL,15.4,17310.0,3
41063,Wallowa County,OR,23.5,5855.0,1
01111,Randolph County,AL,14.3,17925.0,1
21079,Garrard County,KY,18.0,13759.0,19
26047,Emmet County,MI,32.8,27161.0,0
55123,Vernon County,WI,27.6,22811.0,2
27163,Washington County,MN,23.9,198767.0,17
37169,Stokes County,NC,16.8,37145.0,11
48505,Zapata County,TX,0.0,9491.0,4
35039,Rio Arriba County,NM,26.1,29944.0,8
39057,Greene County,OH,21.0,134183.0,7
54089,Summers County,WV,7.7,10547.0,0
24019,Dorchester County,MD,23.1,25219.0,3
19015,Boone County,IA,26.4,20698.0,1
51087,Henrico County,VA,8.0,256660.0,72
29025,Caldwell County,MO,19.3,6923.0,1
38007,Billings County,ND,10.2,735.0,0
51005,Alleghany County,VA,1.6,12146.0,3
55067,Langlade County,WI,21.4,15448.0,1
27083,Lyon County,MN,28.2,18920.0,3
17035,Cumberland County,IL,20.1,8371.0,1
09007,Middlesex County,CT,31.8,134377.0,13
27079,Le Sueur County,MN,20.6,21982.0,2
20085,Jackson County,KS,31.8,9864.0,1
42129,Westmoreland County,PA,19.8,285329.0,33
05103,Ouachita County,AR,16.4,18168.0,9
53055,San Juan County,WA,24.7,15353.0,0
12121,Suwannee County,FL,16.5,35076.0,2
37005,Alleghany County,NC,26.9,9249.0,1
18083,Knox County,IN,31.4,28776.0,3
54037,Jefferson County,WV,9.7,44559.0,10
72147,Vieques Municipio,PR,45.4,6882.0,0
29223,Wayne County,MO,17.1,10261.0,1
39165,Warren County,OH,17.9,177873.0,6
06059,Orange County,CA,20.1,2486016.0,823
26127,Oceana County,MI,19.5,20556.0,1
48065,Carson County,TX,0.0,4540.0,0
06047,Merced County,CA,13.3,196451.0,38
48445,Terry County,TX,0.0,8979.0,0
20141,Osborne County,KS,27.4,2687.0,1
51155,Pulaski County,VA,9.3,28087.0,6
13253,Seminole County,GA,1.9,6406.0,0
28097,Montgomery County,MS,21.2,7594.0,3
13023,Bleckley County,GA,1.8,10302.0,1
53059,Skamania County,WA,15.1,9867.0,0
21009,Barren County,KY,19.6,33861.0,14
01059,Franklin County,AL,16.7,23590.0,5
56007,Carbon County,WY,22.0,11438.0,2
36005,Bronx County,NY,18.0,1069544.0,343
20115,Marion County,KS,22.9,9378.0,0
21045,Casey County,KY,10.3,12457.0,1
17059,Gallatin County,IL,27.9,3866.0,0
12119,Sumter County,FL,45.5,123025.0,19
02180,Nome Census Area,AK,62.9,6544.0,0
48269,King County,TX,0.0,200.0,0
17075,Iroquois County,IL,23.6,21252.0,2
29127,Marion County,MO,21.1,21939.0,2
36049,Lewis County,NY,20.7,20288.0,3
21097,Harrison County,KY,23.6,14608.0,12
30019,Daniels County,MT,26.2,1338.0,0
01069,Houston County,AL,17.1,81594.0,11
31175,Valley County,NE,15.6,3208.0,0
26017,Bay County,MI,23.4,82568.0,17
47095,Lake County,TN,12.6,6010.0,0
51149,Prince George County,VA,7.6,29911.0,11
26103,Marquette County,MI,29.7,54805.0,0
37073,Gates County,NC,20.4,9230.0,0
39157,Tuscarawas County,OH,14.0,70996.0,2
48179,Gray County,TX,0.0,16344.0,1
48145,Falls County,TX,0.0,13671.0,2
48197,Hardeman County,TX,0.0,3087.0,0
16053,Jerome County,ID,16.7,16966.0,2
48063,Camp County,TX,0.0,9646.0,1
55001,Adams County,WI,23.1,17372.0,0
08025,Crowley County,CO,0.7,5369.0,0
31023,Butler County,NE,21.3,6173.0,1
30085,Roosevelt County,MT,30.5,7320.0,0
17037,DeKalb County,IL,15.7,82430.0,5
21203,Rockcastle County,KY,14.3,13155.0,4
55031,Douglas County,WI,15.5,34706.0,7
05039,Dallas County,AR,21.9,5538.0,3
37049,Craven County,NC,27.3,80387.0,5
51013,Arlington County,VA,11.6,193888.0,17
21007,Ballard County,KY,13.5,6239.0,3
51099,King George County,VA,4.1,20246.0,2
08121,Washington County,CO,0.8,3811.0,0
13145,Harris County,GA,6.7,27721.0,5
40015,Caddo County,OK,35.3,21606.0,5
40097,Mayes County,OK,20.6,31548.0,5
20159,Rice County,KS,15.8,7384.0,0
29189,St. Louis County,MO,21.4,776354.0,129
19061,Dubuque County,IA,30.1,75191.0,7
28037,Franklin County,MS,17.7,5965.0,3
72041,Cidra Municipio,PR,14.6,31437.0,0
18039,Elkhart County,IN,18.0,149899.0,13
45037,Edgefield County,SC,19.6,22419.0,3
28151,Washington County,MS,17.4,32676.0,2
38041,Hettinger County,ND,23.5,1871.0,0
20183,Smith County,KS,26.5,2841.0,0
06113,Yolo County,CA,23.7,174725.0,9
28009,Benton County,MS,13.6,6498.0,1
40077,Latimer County,OK,20.3,7881.0,1
40089,McCurtain County,OK,16.2,24563.0,7
13117,Forsyth County,GA,4.8,178574.0,18
72105,Naranjito Municipio,PR,15.6,22444.0,0
42083,McKean County,PA,15.3,32567.0,3
51710,Norfolk city,VA,13.7,195725.0,40
48221,Hood County,TX,0.0,48650.0,9
32029,Storey County,NV,7.4,3624.0,0
38033,Golden Valley County,ND,17.3,1379.0,0
13007,Baker County,GA,15.1,2447.0,2
33017,Strafford County,NH,0.6,106852.0,2
36069,Ontario County,NY,24.8,87942.0,2
40047,Garfield County,OK,21.8,45374.0,11
18027,Daviess County,IN,17.7,23504.0,2
19063,Emmet County,IA,23.5,7337.0,0
21119,Knott County,KY,23.9,11867.0,5
38057,Mercer County,ND,20.1,6289.0,0
20053,Ellsworth County,KS,22.3,4985.0,1
24005,Baltimore County,MD,23.2,648488.0,83
18037,Dubois County,IN,26.5,32323.0,4
55137,Waushara County,WI,21.7,19983.0,1
37055,Dare County,NC,35.0,30088.0,0
55015,Calumet County,WI,21.5,38423.0,4
17173,Shelby County,IL,19.6,17073.0,2
19057,Des Moines County,IA,27.2,30179.0,3
17039,De Witt County,IL,22.7,12346.0,1
48073,Cherokee County,TX,0.0,39319.0,12
37117,Martin County,NC,45.7,17917.0,1
37027,Caldwell County,NC,21.2,65842.0,23
31169,Thayer County,NE,15.0,3838.0,0
06041,Marin County,CA,35.3,207495.0,7
31165,Sioux County,NE,11.5,964.0,0
02013,Aleutians East Borough,AK,20.3,3084.0,1
32023,Nye County,NV,16.5,38803.0,5
46043,Douglas County,SD,12.8,2160.0,0
46093,Meade County,SD,22.1,21993.0,0
48143,Erath County,TX,0.0,33869.0,1
48321,Matagorda County,TX,0.0,27278.0,8
29109,Lawrence County,MO,11.8,28653.0,7
48441,Taylor County,TX,0.0,103784.0,31
42061,Huntingdon County,PA,19.0,37218.0,2
21225,Union County,KY,14.6,11777.0,1
37075,Graham County,NC,26.4,6767.0,0
13009,Baldwin County,GA,2.0,36602.0,14
21109,Jackson County,KY,15.1,10337.0,2
51111,Lunenburg County,VA,14.8,9892.0,5
22055,Lafayette Parish,LA,18.7,186592.0,8
27013,Blue Earth County,MN,23.7,54177.0,4
28011,Bolivar County,MS,23.1,23145.0,4
72023,Cabo Rojo Municipio,PR,14.6,38994.0,0
27067,Kandiyohi County,MN,23.9,32536.0,5
47165,Sumner County,TN,15.6,146577.0,21
29163,Pike County,MO,17.5,14324.0,1
28055,Issaquena County,MS,5.9,1185.0,0
29229,Wright County,MO,13.9,13586.0,0
40119,Payne County,OK,19.4,66254.0,5
27037,Dakota County,MN,22.6,324966.0,19
19131,Mitchell County,IA,22.4,8077.0,1
54031,Hardy County,WV,12.7,10951.0,4
06085,Santa Clara County,CA,23.0,1511937.0,170
42075,Lebanon County,PA,18.7,109639.0,5
37109,Lincoln County,NC,18.8,67981.0,9
19077,Guthrie County,IA,26.4,8353.0,0
08059,Jefferson County,CO,0.7,469683.0,18
72035,Cayey Municipio,PR,18.2,34804.0,0
38083,Sheridan County,ND,24.2,1080.0,0
54019,Fayette County,WV,14.2,33710.0,4
08055,Huerfano County,CO,2.4,5787.0,1
48471,Walker County,TX,0.0,62241.0,8
48171,Gillespie County,TX,0.0,21661.0,0
48077,Clay County,TX,0.0,8403.0,0
48103,Crane County,TX,0.0,3410.0,0
48277,Lamar County,TX,0.0,38086.0,6
08009,Baca County,CO,0.0,2785.0,0
48359,Oldham County,TX,0.0,1618.0,0
48009,Archer County,TX,0.0,6710.0,1
48163,Frio County,TX,0.0,15583.0,6
42105,Potter County,PA,11.0,13183.0,1
08107,Routt County,CO,7.1,21087.0,1
30039,Granite County,MT,17.2,2886.0,0
26057,Gratiot County,MI,20.1,32861.0,2
02070,Dillingham Census Area,AK,40.9,3371.0,0
37173,Swain County,NC,28.9,11137.0,0
55057,Juneau County,WI,25.5,21357.0,3
21043,Carter County,KY,20.1,20830.0,8
47133,Overton County,TN,16.3,17511.0,3
27121,Pope County,MN,31.4,8885.0,1
13015,Bartow County,GA,3.1,82047.0,16
13103,Effingham County,GA,8.3,47339.0,5
31135,Perkins County,NE,21.1,2178.0,0
05131,Sebastian County,AR,14.9,97154.0,17
39029,Columbiana County,OH,17.6,81291.0,9
36099,Seneca County,NY,20.6,27227.0,3
50023,Washington County,VT,14.0,47619.0,1
35019,Guadalupe County,NM,3.9,3421.0,0
46125,Turner County,SD,14.7,6340.0,0
46105,Perkins County,SD,8.7,2271.0,0
47005,Benton County,TN,20.2,12951.0,1
47049,Fentress County,TN,13.9,14732.0,1
26019,Benzie County,MI,27.0,14621.0,1
47067,Hancock County,TN,15.8,5237.0,0
24015,Cecil County,MD,19.2,79749.0,6
26043,Dickinson County,MI,33.7,20178.0,2
19147,Palo Alto County,IA,25.0,6823.0,1
24035,Queen Anne's County,MD,22.8,39619.0,3
19019,Buchanan County,IA,25.6,15684.0,2
21211,Shelby County,KY,16.8,38038.0,18
47155,Sevier County,TN,14.4,78227.0,8
05017,Chicot County,AR,18.9,7901.0,1
19167,Sioux County,IA,23.6,25468.0,0
18071,Jackson County,IN,21.3,33426.0,0
41025,Harney County,OR,22.5,5907.0,0
17175,Stark County,IL,24.4,4196.0,1
45029,Colleton County,SC,15.1,29218.0,10
05011,Bradley County,AR,19.6,8180.0,2
29209,Stone County,MO,15.5,26717.0,3
12103,Pinellas County,FL,22.4,819951.0,103
16041,Franklin County,ID,17.4,9507.0,2
18049,Fulton County,IN,18.1,15299.0,2
31177,Washington County,NE,22.1,15723.0,1
17171,Scott County,IL,25.1,3908.0,0
27169,Winona County,MN,23.7,41513.0,0
08043,Fremont County,CO,1.8,40155.0,0
50027,Windsor County,VT,13.6,45228.0,2
01113,Russell County,AL,10.3,43974.0,6
04005,Coconino County,AZ,40.7,114726.0,13
18177,Wayne County,IN,27.2,51411.0,5
36075,Oswego County,NY,21.3,92646.0,0
17161,Rock Island County,IL,23.6,110321.0,11
13181,Lincoln County,GA,4.7,6444.0,5
34037,Sussex County,NJ,21.0,113243.0,10
28025,Clay County,MS,18.7,14994.0,4
27099,Mower County,MN,26.4,30015.0,0
28153,Wayne County,MS,14.4,15280.0,0
02060,Bristol Bay Borough,AK,50.7,687.0,0
05067,Jackson County,AR,17.5,13358.0,5
47041,DeKalb County,TN,16.3,16088.0,4
27061,Itasca County,MN,27.7,35785.0,5
37021,Buncombe County,NC,24.8,213777.0,10
28155,Webster County,MS,21.4,7410.0,2
48433,Stonewall County,TX,0.0,1047.0,0
17051,Fayette County,IL,14.6,16898.0,2
36071,Orange County,NY,19.0,286940.0,54
39159,Union County,OH,17.4,44532.0,1
50013,Grand Isle County,VT,21.9,5933.0,2
21185,Oldham County,KY,22.0,49858.0,11
42067,Juniata County,PA,17.9,19221.0,1
36065,Oneida County,NY,27.4,179973.0,16
05129,Searcy County,AR,14.8,6342.0,1
17073,Henry County,IL,24.3,38104.0,3
18057,Hamilton County,IN,27.0,248016.0,6
05047,Franklin County,AR,21.8,13756.0,2
21115,Johnson County,KY,23.0,17269.0,12
47093,Knox County,TN,19.0,372028.0,32
18111,Newton County,IN,13.0,11065.0,2
47185,White County,TN,18.1,21387.0,2
53067,Thurston County,WA,22.7,228828.0,3
30099,Teton County,MT,19.6,4650.0,0
47117,Marshall County,TN,15.7,26435.0,1
47183,Weakley County,TN,14.9,26917.0,1
30007,Broadwater County,MT,17.1,5013.0,0
22009,Avoyelles Parish,LA,15.0,30733.0,3
48449,Titus County,TX,0.0,23357.0,6
18011,Boone County,IN,28.7,50221.0,11
29083,Henry County,MO,20.9,17065.0,2
51023,Botetourt County,VA,9.8,27117.0,7
55035,Eau Claire County,WI,28.2,83560.0,3
55099,Price County,WI,22.9,10955.0,0
42079,Luzerne County,PA,23.9,254741.0,33
48087,Collingsworth County,TX,0.0,2190.0,0
48279,Lamb County,TX,0.0,9343.0,1
48389,Reeves County,TX,0.0,12395.0,2
54045,Logan County,WV,18.2,25443.0,10
51021,Bland County,VA,3.5,5341.0,1
53003,Asotin County,WA,19.2,18058.0,0
48003,Andrews County,TX,0.0,12902.0,1
48387,Red River County,TX,0.0,9670.0,1
72153,Yauco Municipio,PR,17.1,27554.0,0
48361,Orange County,TX,0.0,62744.0,20
36027,Dutchess County,NY,19.3,239328.0,17
01071,Jackson County,AL,18.2,40943.0,4
17019,Champaign County,IL,29.2,170397.0,10
45051,Horry County,SC,21.8,291882.0,26
55017,Chippewa County,WI,26.5,50522.0,1
30053,Lincoln County,MT,19.0,16403.0,0
25021,Norfolk County,MA,24.7,560181.0,36
22101,St. Mary Parish,LA,18.5,37551.0,9
51031,Campbell County,VA,7.2,44243.0,25
72085,Las Piedras Municipio,PR,12.0,30370.0,0
28059,Jackson County,MS,18.5,110445.0,15
27137,St. Louis County,MN,30.0,161450.0,27
28121,Rankin County,MS,23.4,119874.0,10
31049,Deuel County,NE,5.0,1404.0,0
05095,Monroe County,AR,15.8,5328.0,2
46127,Union County,SD,20.7,12054.0,2
25017,Middlesex County,MA,22.5,1296083.0,77
30061,Mineral County,MT,23.4,3597.0,0
08093,Park County,CO,2.0,16017.0,0
20051,Ellis County,KS,21.7,22516.0,1
31109,Lancaster County,NE,24.9,246901.0,11
01125,Tuscaloosa County,AL,14.3,165385.0,24
