FIPS,Recip_County,Recip_State,Series_Complete_18PlusPop_Pct,Census2019_18PlusPop,Deaths
13275,Thomas County,GA,30.3,33932.0,70
42119,Union County,PA,58.9,37006.0,31
55115,Shawano County,WI,59.1,32167.0,15
56005,Campbell County,WY,35.3,33768.0,64
20003,Anderson County,KS,51.5,5838.0,4
27173,Yellow Medicine County,MN,65.9,7466.0,6
35043,Sandoval County,NM,77.1,113218.0,88
29037,Cass County,MO,57.2,80578.0,90
04009,Graham County,AZ,71.9,28485.0,59
08049,Grand County,CO,67.0,13108.0,12
21187,Owen County,KY,41.3,8516.0,20
01103,Morgan County,AL,49.8,92334.0,155
46031,Corson County,SD,45.1,2592.0,1
25009,Essex County,MA,77.5,622395.0,335
48043,Brewster County,TX,61.6,7523.0,12
46025,Clark County,SD,62.4,2731.0,0
13131,Grady County,GA,24.0,18531.0,38
29117,Livingston County,MO,49.9,12025.0,26
45071,Newberry County,SC,58.8,30250.0,56
40033,Cotton County,OK,55.3,4411.0,10
19155,Pottawattamie County,IA,63.4,71371.0,70
40093,Major County,OK,60.2,5663.0,21
02013,Aleutians East Borough,AK,72.2,3084.0,2
28081,Lee County,MS,50.7,64130.0,85
36089,St. Lawrence County,NY,65.2,86105.0,58
38105,Williams County,ND,37.1,26544.0,19
28063,Jefferson County,MS,74.6,5439.0,7
20061,Geary County,KS,82.1,21927.0,24
29189,St. Louis County,MO,67.9,776354.0,648
40099,Murray County,OK,52.1,10836.0,31
72089,Luquillo Municipio,PR,71.1,14497.0,0
40065,Jackson County,OK,62.8,18432.0,42
30029,Flathead County,MT,47.1,81238.0,131
48009,Archer County,TX,54.6,6710.0,12
01097,Mobile County,AL,55.7,316868.0,654
01005,Barbour County,AL,49.0,19604.0,29
12086,Miami-Dade County,FL,91.8,2167261.0,1023
23005,Cumberland County,ME,90.5,240993.0,75
19033,Cerro Gordo County,IA,70.1,33623.0,42
47177,Warren County,TN,47.6,31669.0,57
26105,Mason County,MI,67.8,23240.0,30
20085,Jackson County,KS,72.5,9864.0,5
20033,Comanche County,KS,55.1,1297.0,6
53065,Stevens County,WA,44.1,36037.0,80
28119,Quitman County,MS,59.0,5248.0,14
37167,Stanly County,NC,46.9,49282.0,87
27085,McLeod County,MN,65.1,27717.0,34
50005,Caledonia County,VT,38.2,24255.0,16
19119,Lyon County,IA,51.1,8453.0,1
51139,Page County,VA,43.5,19177.0,39
55089,Ozaukee County,WI,77.1,70271.0,40
31165,Sioux County,NE,27.3,964.0,0
31117,McPherson County,NE,16.1,404.0,0
31027,Cedar County,NE,50.0,6283.0,0
06027,Inyo County,CA,0.0,14312.0,11
31017,Brown County,NE,41.9,2318.0,0
13231,Pike County,GA,19.5,14613.0,40
08125,Yuma County,CO,52.7,7274.0,3
13287,Turner County,GA,27.5,6029.0,17
17011,Bureau County,IL,63.3,25754.0,24
21229,Washington County,KY,58.4,9311.0,18
36011,Cayuga County,NY,63.5,61675.0,25
72077,Juncos Municipio,PR,74.0,31313.0,0
35005,Chaves County,NM,51.3,47845.0,66
31063,Frontier County,NE,30.4,2122.0,0
31089,Holt County,NE,49.8,7520.0,1
31111,Lincoln County,NE,36.6,26756.0,8
31011,Boone County,NE,58.8,3989.0,0
31065,Furnas County,NE,49.7,3637.0,1
02070,Dillingham Census Area,AK,58.1,3371.0,7
01007,Bibb County,AL,38.2,17837.0,34
21023,Bracken County,KY,54.0,6348.0,12
19097,Jackson County,IA,61.1,15141.0,9
17069,Hardin County,IL,44.9,3152.0,4
39077,Huron County,OH,55.3,44289.0,55
34023,Middlesex County,NJ,77.2,646270.0,396
30027,Fergus County,MT,52.9,8781.0,27
40081,Lincoln County,OK,45.8,26666.0,58
42077,Lehigh County,PA,74.6,286192.0,202
29011,Barton County,MO,39.5,9029.0,19
54069,Ohio County,WV,14.9,33476.0,47
45013,Beaufort County,SC,72.4,157061.0,134
53001,Adams County,WA,76.8,12814.0,13
51075,Goochland County,VA,70.9,19672.0,16
29225,Webster County,MO,51.8,28962.0,43
18051,Gibson County,IN,54.4,25665.0,37
20131,Nemaha County,KS,64.8,7468.0,1
08119,Teller County,CO,57.9,21098.0,35
48107,Crosby County,TX,53.3,4242.0,11
28051,Holmes County,MS,65.6,12752.0,19
35011,De Baca County,NM,59.2,1357.0,3
08029,Delta County,CO,53.2,25048.0,56
51193,Westmoreland County,VA,52.4,14570.0,18
01025,Clarke County,AL,57.2,18589.0,36
13033,Burke County,GA,54.7,16641.0,33
40107,Okfuskee County,OK,52.8,9255.0,27
49049,Utah County,UT,64.5,426950.0,274
28131,Stone County,MS,51.1,14382.0,37
42033,Clearfield County,PA,53.4,64899.0,114
18011,Boone County,IN,79.2,50221.0,33
42125,Washington County,PA,64.0,166709.0,174
37101,Johnston County,NC,58.4,156585.0,150
27087,Mahnomen County,MN,75.1,3769.0,7
41051,Multnomah County,OR,83.1,663187.0,310
37025,Cabarrus County,NC,61.7,161462.0,112
20039,Decatur County,KS,46.9,2264.0,2
28033,DeSoto County,MS,60.1,138050.0,202
08077,Mesa County,CO,54.9,121401.0,229
39031,Coshocton County,OH,45.5,27865.0,59
27115,Pine County,MN,53.4,23896.0,26
35031,McKinley County,NM,87.8,51282.0,79
51007,Amelia County,VA,41.2,10405.0,22
19079,Hamilton County,IA,71.4,11411.0,15
12015,Charlotte County,FL,68.0,166579.0,67
18059,Hancock County,IN,75.8,59938.0,54
51083,Halifax County,VA,49.0,27075.0,52
37197,Yadkin County,NC,55.3,29851.0,31
05037,Cross County,AR,58.5,12613.0,20
42075,Lebanon County,PA,58.9,109639.0,98
48113,Dallas County,TX,67.9,1955160.0,2175
28093,Marshall County,MS,58.5,27983.0,50
42037,Columbia County,PA,63.9,53571.0,43
47075,Haywood County,TN,58.6,13455.0,18
02164,Lake and Peninsula Borough,AK,66.5,1136.0,1
13113,Fayette County,GA,44.1,88100.0,104
21217,Taylor County,KY,54.7,19994.0,58
20109,Logan County,KS,55.8,2120.0,3
19029,Cass County,IA,67.0,9995.0,15
55125,Vilas County,WI,72.3,18449.0,22
28101,Newton County,MS,61.4,15708.0,30
06105,Trinity County,CA,0.0,10154.0,14
51175,Southampton County,VA,42.2,14356.0,16
55129,Washburn County,WI,70.2,12758.0,9
37161,Rutherford County,NC,45.7,53422.0,142
53031,Jefferson County,WA,79.3,28433.0,17
34007,Camden County,NJ,73.1,392248.0,332
48367,Parker County,TX,52.6,107546.0,183
36009,Cattaraugus County,NY,61.3,59481.0,81
48165,Gaines County,TX,29.8,13730.0,24
17061,Greene County,IL,45.6,10200.0,8
08117,Summit County,CO,87.7,25982.0,5
17027,Clinton County,IL,63.5,29653.0,16
19091,Humboldt County,IA,58.2,7318.0,5
54005,Boone County,WV,36.9,17009.0,31
37145,Person County,NC,62.0,31361.0,25
13313,Whitfield County,GA,28.3,77675.0,133
02060,Bristol Bay Borough,AK,99.9,687.0,0
29159,Pettis County,MO,49.9,31898.0,32
48373,Polk County,TX,52.8,41147.0,122
20141,Osborne County,KS,49.2,2687.0,4
13083,Dade County,GA,25.9,13028.0,12
51015,Augusta County,VA,54.5,61550.0,81
48431,Sterling County,TX,47.5,923.0,1
12011,Broward County,FL,77.0,1542553.0,680
21095,Harlan County,KY,53.6,20033.0,70
44003,Kent County,RI,82.8,133690.0,82
24011,Caroline County,MD,64.7,25531.0,35
29039,Cedar County,MO,38.5,10894.0,13
21121,Knox County,KY,42.3,23951.0,65
29127,Marion County,MO,48.4,21939.0,24
72079,Lajas Municipio,PR,79.5,18063.0,0
30013,Cascade County,MT,61.1,63129.0,117
46059,Hand County,SD,55.9,2501.0,1
05111,Poinsett County,AR,50.8,17949.0,29
22015,Bossier Parish,LA,56.1,95685.0,147
54015,Clay County,WV,27.0,6623.0,17
05119,Pulaski County,AR,62.7,301549.0,373
21077,Gallatin County,KY,46.8,6751.0,23
42003,Allegheny County,PA,68.1,989472.0,770
26163,Wayne County,MI,61.1,1337049.0,1689
29103,Knox County,MO,46.9,3029.0,1
48169,Garza County,TX,57.2,5187.0,3
39075,Holmes County,OH,23.6,30479.0,50
45001,Abbeville County,SC,44.3,19667.0,15
37085,Harnett County,NC,44.7,100990.0,117
54009,Brooke County,WV,25.6,18116.0,28
42127,Wayne County,PA,62.0,42996.0,58
08065,Lake County,CO,64.2,6521.0,1
48389,Reeves County,TX,50.0,12395.0,19
22053,Jefferson Davis Parish,LA,43.8,23381.0,47
06067,Sacramento County,CA,72.1,1188937.0,1042
06085,Santa Clara County,CA,89.8,1511937.0,221
46017,Buffalo County,SD,70.8,1203.0,2
26147,St. Clair County,MI,56.3,126529.0,297
36083,Rensselaer County,NY,75.2,128075.0,61
47039,Decatur County,TN,43.6,9251.0,7
38099,Walsh County,ND,63.4,8197.0,6
54049,Marion County,WV,10.6,44850.0,92
48371,Pecos County,TX,64.3,11942.0,21
47129,Morgan County,TN,58.0,17364.0,13
18107,Montgomery County,IN,52.5,29643.0,40
48475,Ward County,TX,46.9,8538.0,14
26097,Mackinac County,MI,82.0,9099.0,11
38033,Golden Valley County,ND,33.9,1379.0,2
13223,Paulding County,GA,25.7,125010.0,170
54089,Summers County,WV,19.8,10547.0,9
51540,Charlottesville city,VA,54.3,39720.0,17
56001,Albany County,WY,55.2,32627.0,28
30007,Broadwater County,MT,37.1,5013.0,12
19055,Delaware County,IA,63.4,12996.0,15
41047,Marion County,OR,70.7,263189.0,221
28149,Warren County,MS,64.4,34677.0,64
20107,Linn County,KS,40.8,7584.0,13
37119,Mecklenburg County,NC,67.9,852079.0,415
54003,Berkeley County,WV,39.1,91718.0,96
45037,Edgefield County,SC,63.8,22419.0,21
46009,Bon Homme County,SD,64.4,5563.0,5
12095,Orange County,FL,75.1,1087498.0,206
28077,Lawrence County,MS,63.5,9483.0,20
38025,Dunn County,ND,28.8,3314.0,0
29091,Howell County,MO,38.0,30535.0,38
30101,Toole County,MT,52.2,3753.0,9
17119,Madison County,IL,67.1,205885.0,163
48263,Kent County,TX,46.1,597.0,2
32019,Lyon County,NV,46.6,45184.0,66
22081,Red River Parish,LA,41.3,6469.0,13
51035,Carroll County,VA,37.3,24490.0,45
36107,Tioga County,NY,66.0,38260.0,17
72011,Anasco Municipio,PR,77.6,21469.0,0
39137,Putnam County,OH,57.8,25257.0,31
32011,Eureka County,NV,32.6,1533.0,0
21087,Green County,KY,48.6,8693.0,21
19177,Van Buren County,IA,49.9,5446.0,4
06025,Imperial County,CA,88.8,129615.0,137
30085,Roosevelt County,MT,81.7,7320.0,9
46049,Faulk County,SD,64.9,1708.0,2
40021,Cherokee County,OK,50.5,38112.0,75
56041,Uinta County,WY,57.4,14474.0,19
26161,Washtenaw County,MI,76.4,299837.0,98
39147,Seneca County,OH,55.1,43203.0,56
55025,Dane County,WI,87.1,436427.0,91
17139,Moultrie County,IL,52.2,10837.0,9
51057,Essex County,VA,52.7,8935.0,14
41007,Clatsop County,OR,71.7,32730.0,29
72147,Vieques Municipio,PR,83.2,6882.0,0
40009,Beckham County,OK,48.9,16396.0,38
48391,Refugio County,TX,60.7,5415.0,14
31005,Arthur County,NE,23.1,346.0,0
01081,Lee County,AL,42.8,129821.0,110
13171,Lamar County,GA,17.4,15106.0,49
01051,Elmore County,AL,50.3,63080.0,109
18069,Huntington County,IN,57.5,28633.0,34
01079,Lawrence County,AL,53.9,25831.0,45
28003,Alcorn County,MS,44.3,28644.0,46
45073,Oconee County,SC,50.6,63765.0,115
18171,Warren County,IN,52.1,6429.0,2
28113,Pike County,MS,58.1,29147.0,61
40121,Pittsburg County,OK,51.0,33909.0,122
47121,Meigs County,TN,77.8,9936.0,10
04019,Pima County,AZ,72.2,831972.0,683
48019,Bandera County,TX,49.3,19305.0,37
47069,Hardeman County,TN,49.7,20280.0,23
53039,Klickitat County,WA,52.7,18140.0,22
48137,Edwards County,TX,44.3,1512.0,4
36027,Dutchess County,NY,73.5,239328.0,102
55051,Iron County,WI,71.0,4831.0,4
06089,Shasta County,CA,55.4,141263.0,251
27027,Clay County,MN,64.9,48290.0,17
51183,Sussex County,VA,39.1,9462.0,11
36017,Chenango County,NY,67.3,37490.0,26
46103,Pennington County,SD,63.9,87805.0,76
19137,Montgomery County,IA,64.4,7681.0,9
23009,Hancock County,ME,80.6,45634.0,20
56027,Niobrara County,WY,35.0,1943.0,6
22107,Tensas Parish,LA,71.3,3363.0,4
19017,Bremer County,IA,67.2,19439.0,18
08059,Jefferson County,CO,82.2,469683.0,330
45015,Berkeley County,SC,53.2,173748.0,185
42063,Indiana County,PA,48.6,69004.0,106
39059,Guernsey County,OH,51.2,30310.0,43
51177,Spotsylvania County,VA,52.5,102782.0,63
19069,Franklin County,IA,61.6,7726.0,10
48141,El Paso County,TX,85.3,614819.0,594
05103,Ouachita County,AR,60.8,18168.0,35
30033,Garfield County,MT,23.5,966.0,1
06109,Tuolumne County,CA,64.6,45325.0,37
41023,Grant County,OR,51.2,5931.0,14
17189,Washington County,IL,64.4,10950.0,7
19105,Jones County,IA,66.0,16328.0,8
30057,Madison County,MT,48.2,7283.0,12
06093,Siskiyou County,CA,59.6,34803.0,50
22055,Lafayette Parish,LA,57.1,186592.0,146
32033,White Pine County,NV,58.9,7638.0,11
26061,Houghton County,MI,58.2,28440.0,20
48115,Dawson County,TX,41.0,9457.0,12
21235,Whitley County,KY,52.1,27093.0,86
46102,Oglala Lakota County,SD,82.0,8964.0,5
05059,Hot Spring County,AR,46.7,26808.0,43
34021,Mercer County,NJ,73.4,289368.0,156
34027,Morris County,NJ,83.7,389368.0,198
55035,Eau Claire County,WI,66.6,83560.0,38
46063,Harding County,SD,23.1,988.0,1
27019,Carver County,MN,73.4,77387.0,26
21001,Adair County,KY,43.0,15385.0,34
47165,Sumner County,TN,54.4,146577.0,120
16019,Bonneville County,ID,62.7,82945.0,86
18071,Jackson County,IN,61.1,33426.0,26
01121,Talladega County,AL,41.1,63273.0,136
17059,Gallatin County,IL,59.0,3866.0,5
04001,Apache County,AZ,87.5,52462.0,128
18003,Allen County,IN,61.0,282345.0,244
09013,Tolland County,CT,69.7,124818.0,39
22027,Claiborne Parish,LA,45.0,12911.0,17
20019,Chautauqua County,KS,46.7,2606.0,6
36039,Greene County,NY,65.6,39542.0,18
22121,West Baton Rouge Parish,LA,61.4,20094.0,25
46083,Lincoln County,SD,66.3,44224.0,2
47113,Madison County,TN,61.5,76137.0,92
42055,Franklin County,PA,52.8,120801.0,169
53061,Snohomish County,WA,75.6,637973.0,262
